Image,mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,label
ADS1,81.49459013036653,70.59313903487816,81.33427615862398,116.18403912819093,102.1778122188527,116.04994212071216,0.7612414320379725,0.7870093999663171,0.7619305072631684,abnormal
ADT1,22.827009111731087,19.52268656929411,19.18798207621888,70.46075515783919,61.63622922494793,60.5787065280252,2.8644948279917246,2.9027978493525057,2.904171242463053,abnormal
ADU1,71.00478883912879,58.97606949979685,60.320957220008125,109.4171424865297,93.4688171855213,95.52102384511751,0.9748789057754788,0.9942846945582631,0.9926751283628661,normal
ADV1,69.85268530489118,60.283283505709974,61.63867566257272,109.86350647510905,96.8216899310478,98.95938906006658,0.992966843028429,1.025464048807881,1.0191728805187823,normal
ADW1,15.956432668669763,15.16782299918055,14.975814570570101,59.91269843631033,57.91589169024407,57.244474795715696,3.607252091650212,3.6321472278607527,3.6358027315090617,normal
ADX1,62.15265254167693,59.06558265582656,57.65622485012729,106.99615588752847,102.8834907326114,100.48961413355715,1.1782891450563944,1.189432217481721,1.1983339027208757,abnormal
ADY1,55.897689142133586,50.17011712567268,44.83615463754353,103.37780276186813,94.06800044730102,84.5805266600306,1.34440002114897,1.3751250889853839,1.4198178891840376,abnormal
AEA1,74.37826410658307,55.39811128526646,53.620638714733545,110.87075014086712,85.35297824984949,82.57201008284723,0.8998711456179765,0.9352478588338025,0.9404783124988758,normal
AEB1,73.68109876522948,61.310539042710914,61.76868705104849,110.13947779208156,94.16722469479087,94.84959026657822,0.9040890617824832,0.9263552264523688,0.9210432675709259,abnormal
AEC1,53.75335076179232,41.29670827008489,50.13904818125597,99.97870079091747,78.30536794624699,93.98175649713104,1.3742205861172798,1.42115832688011,1.3855516449391354,abnormal
AED1,31.25027897893709,27.01001611878303,28.813932673083183,80.53609897464577,71.32120696080047,75.65449353792762,2.29167145916124,2.3244741462182317,2.3064009917993338,abnormal
AEE1,35.52454116658105,29.739823160385434,28.73475614502094,80.77002129268028,69.58570349454004,67.20920637807276,1.9484767298148635,1.980254914476248,1.9867274171531406,abnormal
AEF1,41.475244299674266,36.344098030091516,41.026399875911274,90.97118290408534,81.38554647069591,90.30224055758208,1.806438686316961,1.8378553410480205,1.8092988373878385,abnormal
AEG1,11.780373111833072,10.319308704826339,9.91509528753726,51.56295699726328,46.26224253665837,44.497401890966444,4.330712609990256,4.38222642587589,4.403858906582492,normal
AEH1,61.04715821812596,55.79692780337942,57.414709305031884,106.4256662751869,98.55773421582714,101.26270820853145,1.2064663227647279,1.2238993627085613,1.2184840800730579,abnormal
AEI1,29.24803929366847,26.963963569837734,27.607870664969774,78.36695565630825,73.26085129494913,74.87912006026022,2.3863114211375307,2.409550059555859,2.402086610413465,normal
AEJ1,20.07155172413793,18.24121921182266,19.68613300492611,65.70977866127433,60.98453196701619,64.73148740170292,3.0943115688384863,3.1184801496256793,3.0999660518542607,abnormal
AEL1,39.15542050638337,33.02511506393575,37.73883803284042,88.58591670873436,76.49168822085284,86.11865528626174,1.907401527670003,1.933172144629757,1.9149529372443652,abnormal
AEM1,76.88034299482673,69.90136205796897,72.99138544397988,114.69369219956785,105.62582408624543,110.06297668089657,0.8531761448715347,0.8745853107370751,0.8663575519170779,abnormal
AEN1,76.70443728837638,65.73004522529776,65.11874600430943,114.79950276620768,99.5466005290707,98.64740983057399,0.8554465626417953,0.8801771785678937,0.8816052270523517,abnormal
AEO1,40.504998187186,36.20013937479106,39.520503632690925,90.75070169352942,82.14577221462662,88.8046573720084,1.8448222816342879,1.8642851449538722,1.8485228617034557,abnormal
AEP1,40.92904520372331,38.35121469578858,39.53485631474595,91.2076564610364,86.18338727934018,88.64730604944049,1.8186711087270246,1.8302806772854197,1.8251601656215157,normal
AEQ1,46.18670634920635,43.37891936968024,44.835616517138256,95.62966806821115,91.20638495961435,93.70186157483009,1.6420638133529672,1.6602442082375362,1.6493048369831704,abnormal
AER1,31.084387808597846,25.118208464398055,29.037025784005337,79.31315621134337,66.5703734786077,75.30364781821953,2.3022867087660948,2.375136514960834,2.319326550301387,abnormal
AES1,43.11149201970704,38.82412521799097,38.54540179962734,88.35907433591726,81.16241582781717,80.70616621647531,1.6405810152826434,1.655122722506786,1.6554207430655223,abnormal
AET1,75.86353537894031,62.708854316374435,72.08525558110568,113.33328200141527,95.47192382520498,108.53767793148015,0.8666464867521241,0.908037280529309,0.8776225300494074,abnormal
AEU1,53.47065435568045,51.3673825772782,52.7881000172048,96.81966717409406,93.99085193614623,96.36314046524933,1.3096223969286227,1.3212325219701726,1.3198559592626258,abnormal
AEV1,58.25334266169154,46.146536340038935,43.5430321219987,103.42089502188114,84.05892725526604,79.22307317973869,1.2830130741002448,1.3236960930074095,1.3240534095795646,normal
AEW1,54.10952774968588,47.47234735885099,47.849815615008225,101.18303057345437,90.48110047076905,91.1605538895365,1.3905192986741919,1.416528986634622,1.4121974249187619,normal
AEX1,67.82891356088062,64.01064261372856,62.84591875371883,109.7723534101937,105.17716462249832,103.32863034358499,1.0482947869611028,1.0635865765941919,1.0729413285605693,abnormal
AEY1,54.69843284604678,47.14582537015268,47.510284222444994,101.51952539118723,89.12080706979319,89.8695287129766,1.3778670523843743,1.394992385105539,1.394327354900006,abnormal
AFA1,50.01865153835645,43.64192497681141,48.2146185206756,98.57067562333134,87.43043140584896,95.74576242591895,1.515910025643905,1.5434656725210132,1.524182157584492,abnormal
AFB1,71.16681816804532,64.05687361754993,67.470718571039,112.50526695109158,102.2984771818467,107.50253856280546,0.9741055701852346,0.9931080080792797,0.9835987552488994,abnormal
AFC1,39.64381501441284,31.41493921544053,30.788841542382087,87.87130899890838,72.21160894526233,70.77039643786159,1.8878981524424474,1.9351874428412408,1.9372970719483615,normal
AFE1,42.9139394459707,37.31493246336996,41.04868360805861,94.00889571107824,82.55974124010599,90.31021022602764,1.7619901845345176,1.7905016959338143,1.7693201425661007,normal
AFH1,74.05794657553854,61.35321691834252,71.00676527946754,112.8575061810943,94.9521069854489,108.78933339794565,0.9090489310574902,0.934672401013949,0.914104605483784,normal
AFI1,34.61735541489639,25.580726610595683,30.74086881123732,78.73676458380027,59.709436627121086,70.72373685618462,1.922440467455924,1.9874151776736049,1.9432052962956918,normal
AFJ1,29.370029239766083,21.997813109161793,22.724439571150096,75.87536071701251,59.093091980599944,60.989134818939036,2.3605464923284214,2.3906037376835902,2.3857353988245213,normal
AFK1,74.35646359508911,65.3682307369867,64.93658369064032,114.03065682538758,101.38307176068353,100.68587770401915,0.9082668507754432,0.9255169462147589,0.9240473779260283,normal
AFL1,29.520403519417474,27.789047330097087,27.071996359223302,78.52663514079921,75.28568178518019,73.42681287711764,2.382304520536522,2.4027185501692228,2.405771287355479,normal
AGA1,36.22921555354994,27.18328444645006,27.058792117930203,86.01120021815575,66.2896833531129,65.88876480692971,2.04091247347639,2.0983403919770542,2.0925119137531287,normal
AGB1,64.84616155660378,45.57623820754717,43.13905660377358,106.55092798621652,76.86974434557837,72.83506594157636,1.1070533291436315,1.1361982542384097,1.146521733996479,normal
AGM1,8.218838964286252,7.361927427736522,7.021697871635361,42.72177214785187,39.512204909741364,37.60993420556506,5.315822144361756,5.361224901494087,5.384974477125325,normal
AGO1,10.257123733027347,8.44165551093262,8.246759524871974,46.65369408574746,39.897370930815406,38.97944206727959,4.610716168152733,4.71953225184419,4.744444662112774,normal
AGV1,72.8286432817297,49.87955451041871,51.99359200470312,108.455723860672,76.65648068152038,79.79135092211644,0.8987369708263104,0.9391957756958091,0.9310502432472318,normal
AGW1,7.373739470034998,6.975440301112191,6.688048902430972,41.052081497817944,39.65422297302763,38.003497633016856,5.614981601561286,5.641004517196729,5.6623028616791276,normal
AGX1,44.10861926160895,34.08729579698652,36.51283813551855,89.73333526917743,72.47435690920211,77.24691869647431,1.7006575824438739,1.7405221684721734,1.722493123375144,normal
AGY1,69.53568478382617,52.87950478830645,54.94220780129928,109.24070035310545,84.85313081305218,88.09673460459813,0.9913327729460301,1.0090038609916463,1.0085261095378735,normal
AHA1,22.510767879810118,20.517136448208106,19.867694621711383,70.38197082450517,65.18229617957599,63.14685572990268,2.882799340653922,2.9117529259854606,2.9167672701231453,normal
AHD1,24.61842979541878,20.836451594101533,23.664958908900157,72.36099174670244,63.0783943717654,70.27510810450485,2.7155027565763272,2.787586662956992,2.7282942920522144,normal
AHQ1,22.79719966973992,21.480602953992936,21.451068758313838,69.91223910380423,67.14653858561068,67.14513833801361,2.8667810019055784,2.885960664561737,2.8810890440796473,normal
AHR1,41.2880298972171,32.59495641484632,32.13504892394245,90.82988880735631,73.50741424014369,72.42670383031059,1.8284040777419224,1.8702462098659156,1.8698701264012962,normal
AHS1,49.164337952409376,40.62859104997088,42.041079094785744,98.24017853381248,82.52009923951233,85.25822502884571,1.5394273667000695,1.5803789605483662,1.5676239392791542,normal
AHT1,9.69524087669651,9.305363371165964,9.438049487899937,46.35416000500404,45.41986758679696,45.71048369871299,4.791784292286693,4.80712979358613,4.801325083965401,normal
AIB1,35.77745238950772,30.926410348544735,32.34500179662235,85.74275616871034,75.84061664840938,78.99784222703255,2.0691263510565205,2.093855946673952,2.083466243140174,normal
AID1,4.592184360553441,3.8402159530849276,4.062895110835226,29.36443953834473,26.121735092167597,27.297661691027557,7.004128347042798,7.105141594211724,7.069109495512422,normal
AIF1,67.55189067535379,57.96306658960347,63.71765097379851,110.18036320626065,95.77418531873285,104.4511124546353,1.051804647607432,1.0756637027992926,1.0562109964862882,normal
AIH1,11.081499066991022,10.42011782291392,10.19374346649472,49.88272363811957,48.070462927182,47.082459295393875,4.49137333204627,4.513194201206084,4.516101204975521,normal
AIL1,12.693931967527082,11.86277105700611,11.578510306767175,53.57386867073144,51.060541288430606,49.89257602933651,4.124722940730558,4.153612562257457,4.167700958094954,normal
AIO1,65.19640187120186,52.65009836925633,61.03862195601801,105.98570357092979,86.61727609130982,99.68922940683332,1.0478948862377282,1.0629954194718125,1.0523105134959971,normal
AJA1,28.546456384139322,25.399709411936232,25.576153679860436,77.70251982544121,70.70598833233146,71.11020503307333,2.4530895879912333,2.482844439036542,2.484013513168927,abnormal
AJC1,78.46033775252525,62.31789772727273,61.10680765993266,115.26369943362472,92.91867480707892,91.0836949540589,0.8235460583332229,0.8488991186376411,0.8483963247505837,normal
AJE1,29.97103390426712,25.76741212760776,24.947087155342697,79.04264557204148,69.63164137832754,67.48217759377587,2.3649202020994067,2.3976302590114518,2.4034988161215027,normal
AJG1,11.947411382526349,11.040758246788702,11.749179595506114,51.821133353034405,48.88328763256929,51.14968838042082,4.269563164546664,4.302287525554204,4.276849602928255,normal
AJL1,52.113116439613705,43.044913340432565,45.22647156023942,99.40421670968557,83.87572694095533,88.09296185018621,1.4546006607235304,1.4714517433591838,1.4745317005689074,normal
AJN1,23.394581743425917,21.87573949182122,22.377691750229243,71.64186068864814,68.1552740956567,69.50878977189046,2.8232329568600956,2.842922673573197,2.8334956969559255,normal
AJP1,40.95698380566802,33.897334863279134,38.51830251791552,87.01958571878224,73.65930350728614,82.63019262993552,1.729173073273892,1.761717084523227,1.7368258897037576,abnormal
AJW1,30.009987304274226,25.95924672027084,25.899021958903464,78.65955682223476,69.93041708110549,69.77335921109533,2.35594672160169,2.4029292971387863,2.398146199731995,normal
AJZ1,29.827872513944044,23.36471716439013,23.228452815651753,76.85732518233459,62.771594938417486,62.32131928997757,2.358697940171069,2.4250806252303585,2.4261381836615947,normal
AKB1,3.1383633351431874,2.640980662406549,2.640959779476256,25.711230765749903,23.034828635374446,23.03270061786201,8.94595838348384,9.08479606132346,9.080716229146196,normal
AKJ1,47.522622068706234,38.059465905352695,45.7522674937732,98.09063939935558,79.30431197690969,94.79144468879011,1.6005399883132718,1.6316157743738442,1.6096686996494138,normal
AKZ1,79.84873776123007,62.25892836278947,66.91922606575638,111.95688394295638,90.32647326221577,96.90375573089067,0.7743720250751419,0.8010457346417864,0.7990188450676713,normal
ALC1,47.49231537750802,43.063388745746416,41.192476131096804,97.21806847632338,89.33239052740795,85.49721900792055,1.600898052749985,1.6199884695277396,1.6277700392551757,normal
ALF1,59.38316313823163,51.405454545454546,46.7698505603985,105.95083602040789,92.90925713157928,84.75021983841268,1.2534193402549236,1.2865277795954912,1.310103007561154,normal
ALI1,77.14133689046984,54.837201719282646,53.72209871053802,112.23857885057244,80.96996549680188,79.36747221368537,0.8114442888895499,0.8263207518694166,0.8312430134908394,normal
ALU1,21.070681656668917,18.347943730109336,17.46202841744243,67.20175577503969,60.279148254204465,57.468434849909066,3.0349140495162046,3.0881588935958946,3.1295381425404205,normal
AMC1,31.892523022463536,27.002182476312147,26.724315979985096,82.23368795495492,70.6339879063355,69.96712685224753,2.2518953897117564,2.274665449482122,2.2768355983137267,normal
AMF1,86.89251853937859,80.77571458744016,78.9912935323383,119.53548179291901,111.76871819601052,109.32337788449864,0.6650656332242341,0.6726808082195427,0.6732128347895389,normal
AMK1,24.446448426274376,22.541506300604404,21.395027939331737,72.84776574474404,68.4265638225465,65.07716806548372,2.7371131461701452,2.7590435289604303,2.7822997988997855,normal
AMT1,40.54916056806199,31.70613022464555,32.46787893992074,88.85878298338092,71.69328299686553,73.35438036496303,1.8531087078682522,1.88582970675794,1.8761235629218298,normal
AMY1,70.47333870967742,57.336462365591395,56.69360752688172,109.89178767702805,91.6875906963434,90.7018183360117,0.9885233323003,1.0147011468141456,1.0174816842219394,normal
ANC1,56.25573665490788,47.907961200852064,55.261452687457236,104.27233343363324,89.64045174887009,102.63031273693845,1.3353515731064243,1.3576728569781873,1.3373172704938805,normal
ANP1,8.795092728608152,7.550977781858244,7.562256702166728,42.94749688599043,38.79028913145902,38.90256041830319,5.1669883566694255,5.236345153111714,5.227289599840634,normal
ANS1,44.11894103371376,39.29595057720058,40.526695526695526,91.97777278111009,84.56890955546343,86.88945412018043,1.7250123311568524,1.7495729791608565,1.7406095443738243,normal
ANV1,14.64526425724078,12.058926496329965,11.136170071929747,56.16860198050928,48.007790292343124,44.272919910621646,3.8005296266096154,3.869034723430339,3.9139118873965413,normal
AOP1,44.336539937780294,39.481144196194094,41.526366611450044,95.15654386653513,85.7112430027917,89.97780550974836,1.708886475016001,1.7441777409508143,1.7286143101283213,normal
AOS1,10.957066993464052,9.323951525054467,9.430909586056645,48.94893570384431,42.91459032182441,43.35132065016969,4.464826180713445,4.55375826875538,4.529111924583698,normal
AOV1,8.62863196125908,8.079898630335007,7.858818799465144,44.20086461131913,42.339093615956436,41.17956782374691,5.156459949319432,5.187888079481366,5.205861327110878,normal
APB1,40.480161327680484,32.87892871169475,33.58753184761483,89.64053360101913,74.69032598891717,76.15127061438265,1.834118963853985,1.8983236067884766,1.8826161215606432,normal
APF1,25.730027753333786,19.774378934542746,18.86037365464022,73.66000403007544,58.52043961037557,55.79607534111178,2.6403516066055692,2.7125872541136404,2.7335980365843846,normal
API1,78.05279452501222,67.99198430704052,69.3575099334428,115.51706870263057,101.79128766017344,103.8121079943066,0.8326771159044203,0.8536036534800814,0.8543796467253141,normal
APT1,17.081278560361167,16.48177642497031,15.78634293669333,62.25643416599655,60.646162718672954,58.23776961252834,3.4321220280816376,3.450982477163119,3.4752475870649904,normal
APV1,40.0440469765888,33.47417315550073,33.587059594479996,89.6946015122914,76.3915110520178,76.68232887997219,1.8622226455986328,1.8931110178756818,1.890076790805858,normal
